title,url,date,header,arrangor,medvirkende,om_arrangementet
"Kan Hardangerfjorden bli den ""nye"" Oslofjorden",https://www.arendalsuka.no/programsok/details/23984,2024-08-13T09:00,"KAN HARDANGERFJORDEN BLI DEN ""NYE"" OSLOFJORDEN","Ragn-Sells AS, Framo AS","Solveig Holm, Debattleder, NCE Seafood Inovation
Pia Farstad von Hall, Daglig leder, Biogass Norge
Simon Nesse, Utviklingsdirektør, Bremens Seashore
Pär Larshans, Bærekraft Direktør, Ragn Sells Havbruk
Ove Trellevik, Stortingsrepresentant Høyre, Energi og miljø kommiteen på Stortinget
Ingrid Nergaard Fjelstad, Venstre, Tidligere klima
Linda Monsen Merkesdal, Stortingsrepresentant Arbeiderpartiet, Energi- og miljøkomitéen
Fiona Provan, Avdelingsdirektør Hav og Miljø, NORCE
Hans Kleivdal, Assisterende konserndirektør, NORCE
Geir Helgesen, Head of MarCom and Development, FRAMO
Ole Arthur Vaage, Produktutviklingsjef, Ragn-Sells Havbruk","Hvordan kan vi unngå at Hardangerfjorden blir den «nye» Oslofjorden? 
Med en voksende global befolkning behøver vi økt produksjon av trygg, sunn og bærekraftig mat. Størstedelen av denne matproduksjonen må komme fra den «Blå åkeren», og havbruksnæringen spiller en viktig rolle. Men hvordan skal vi øke matproduksjonen på en bærekraftig måte uten å overbelaste fjordenes bæreevne? Og hvordan skal vi samtidig få til mer sirkularitet i oppdrettsnæringen?
Hardangerfjorden har vært mye i søkelyset på grunn av slamutslipp fra oppdrettsnæringen, og risikorapport norsk fiskeoppdrett 2024 konkluderer med en moderat risiko for endring i sediment og bunndyrsamfunn med redusert oksygennivå knyttet til slam. Rapporten peker også på at den lokale påvirkningen av organisk utslipp kan reduseres betraktelig ved oppsamlingsteknologi, men at disse systemene foreløpig ikke er tatt i bruk i stor skala.
Det nylig innvilgede EU prosjektet AQUAPHOENIX (2025-2029) tar derfor sikte på å demonstrere slamoppsamling i stor skala hos 5 oppdrettere i Hardangerfjorden for å redusere belastningen på fjordmiljøet. Hardangerfjorden kan slik bli et stort forskningsbasseng for slamoppsamling, med overvåkningsdata som bidrar til å utvikle bærekraftige løsninger og en sunn forvaltning av fjorder som påvirkes av slamutslipp.
Oppskalert slamoppsamling vil også bidra til økt sirkularitet i havbrukssektoren. Gjennom å foredle slammet fra norsk lakseoppdrett i biogassanlegg har man et totalt potensial på om lag 3 TWh med biogass – mot dagens 0,8 TWh. Med den forventede utviklingen i produksjon kan man innen 10 år være oppe i over 6 TWh.
Samtidig ser man at den nye gjødselvareforskrift i Europa ikke gjør det mulig å bruke bioresten fra store volum av fiskeslam direkte som organisk gjødsel, ettersom det ikke har tilstrekkelig spredningsareal til å bruke så mye nitrogen og fosfor i eget landbruk og jordbruk i Norge og Europa. En løsning er å ekstrahere fosfor og nitrogen fra bioresten slik RagnSells skal demonstrere i stor skala i AQUAPHOENIX prosjektet. Det er i dag global knapphet på fosfor hvor EU importerer 50% av all fosfor fra Russland og kan selv kun produsere 10% av eget forbruk. Sirkulære løsninger med gjenvinning av fosfor fra fiskeslam kan dermed få stor betydning, blant annet til bruk i bærekraftig fôr-produksjon som et fornyet mineral.
Slik kan sirkulær teknologi for oppdrettsanlegg gi lavere klimaavtrykk, mindre belastning på fjordene og mer fisk fra hvert anlegg. Samtidig utnytter vi verdifulle råvarer og bidrar til å redusere Europas avhengighet av importert energi og næringsstoffer."
KI – En forutsetning for godt arealregnskap?,https://www.arendalsuka.no/programsok/details/25408,2024-08-13T09:00,KI – EN FORUTSETNING FOR GODT AREALREGNSKAP?,"Digin, GeoAI:HUB","Heidi Liv Tomren, KS
Hildegunn Norheim, NIBIO
Trond Simensen, NINA
Reidun Kittelsrud, Kartverket
Gunnar Lindaas, Agder Fylkeskommune
Alexander Nossum, Moderator, Norkart","Kunstig intelligens og GeoAI-teknologi har sørget for at Norge har bedre regnskap og oversikt på hvordan vi bruker arealene våre i dag - og hvordan vi planlegger å bruke naturen fremover. Alle har blitt kjent med “oppsynsmannen”. Hvordan fungerer denne teknologien? Hva gjør vi i Norge for å få mer datakontroll på bruken av naturen? 
Vi inviterer til paneldebatt om Arealregnskap, kunstig intelligens (AI) og Geografisk teknologi!"
Får bomring og gratis kollektivtransport oss til å parkere bilen?,https://www.arendalsuka.no/programsok/details/24647,2024-08-13T09:15,FÅR BOMRING OG GRATIS KOLLEKTIVTRANSPORT OSS TIL Å PARKERE BILEN?,Transportøkonomisk institutt,"Askill Harkjerr Halse, Forskningsleder, TØI
Fredrik A. Gregersen, Forsker, TØI
Julie Runde Krogstad, Seniorforsker, Norce
Synnøve Grøndahl, Seniorrådgiver, Miljødirektoratet
Lisa Garpe, Enhetsleder Strategi, samferdsel, Rogaland fylkeskommune","Vi skal kjøre mindre bil. Å parkere bilen er bra for klima, gir kortere køer, mindre støy og mer attraktive byer og byområder. Men vet vi nok om effekten av de økonomiske tiltakene som innføres, som for eksempel bompenger, elbilsubsidier og billigere kollektivtransport?
Byvekstavtalene bygger på målet om nullvekst i personbiltransport. Å nå dette målet krever skjerpet virkemiddelbruk. Da trenger vi å vite mer om effektene av og kostnadene knyttet til tiltakene. Det er summen av tiltak som avgjør om trafikken går opp eller ned. Men hvor mye lettelser kan en gi til elbileiere, og hvor mye av regningen kan en gi til de som kjører fossilbil? Og parkerer vi faktisk bilen om det blir billigere eller gratis å reise kollektivt?
Byvekstavtalene er avhengig av inntektene fra bomringene for å finansiere veier, kollektivtilbud og tiltak for gående og syklende. Samtidig skal bomringene bidra til å regulere biltrafikken. Klarer en å forene disse hensynene?
Så hvordan kan vi vite hva som virker og hvorfor? Få med deg et opplysende og engasjerende seminar i Samferdselsteltet.
Vi serverer kaffe og frokost."
Globale utfordringer – lokale energitiltak: Mot en klimanøytral eiendomsbransje,https://www.arendalsuka.no/programsok/details/25417,2024-08-13T09:15,GLOBALE UTFORDRINGER – LOKALE ENERGITILTAK: MOT EN KLIMANØYTRAL EIENDOMSBRANSJE,"Advokatfirmaet Thommessen, Multiconsult, Solenergiklyngen","Ole Christoffer Ellingsen, Partner (fornybar energi), Advokatfirmaet Thommessen
Mette Borger Fyksen, Partner (eiendom), Advokatfirmaet Thommessen
Vidar Aa. Fiskum, Fagsjef Bransjeutvikling, Norsk Eiendom
Ida Bryn, Fagdirektør VVS, energi og miljø, Multiconsult
Morten Schøyen, CPO, Pixii","Hvordan kan lokale og fornybare energitiltak møte de globale klimautfordringene?
Det regulatoriske rammeverket setter i dag både muligheter og begrensninger for lokale energiløsninger som solceller på tak, energieffektivisering m.m. Hva slags krav og insentiver kan vi forvente i fremtiden, og hvilke endringer er nødvendige for at lokale energitiltak skal spille en nøkkelrolle i en klimanøytral eiendomsbransje innen 2050?
Thommessen og Multiconsult inviterer til frokost, panelsamtale og erfaringsutveksling med eksperter fra energisektoren og eiendomsbransjen. Vi diskuterer hvordan vi kan navigere de regulatoriske utfordringene og hvilke strategier som vil drive innovasjon og bærekraft. Få innsikt i hvordan lokale energitiltak kan bli en hjørnestein i det grønne skiftet.
  Frokostservering fra kl. 09.00. Samtalen starter kl. 09.15."
Dilemma til frokost: Næringslivsledere om de vanskelige bærekraftsvalgene,https://www.arendalsuka.no/programsok/details/25277,2024-08-13T09:30,DILEMMA TIL FROKOST: NÆRINGSLIVSLEDERE OM DE VANSKELIGE BÆREKRAFTSVALGENE,BDO AS,"Håvard Utne Øxnevad, Leder for klima og miljø, BDO AS
Martin Aasen, Administrerende direktør, BDO AS
Nina Riibe, Administrerende direktør, Econa
Carl Aaby, Administrerende direktør, IKEA Norge
Olivier Girardot, CEO, Hydro Rein
Colin Campbell, Senior Vice President Sustainability, Posten og Bring","Det er fullt av dilemmaer og vanskelige valg når næringslivet skal arbeide med bærekraft. Klimatiltak kan gå utover livet i havet, Pride-feiringen i Norge kan skape vanskeligheter for bedriftens ansatte i andre land og produksjon av fornybar energi kan gå utover liv og natur på land. Din bedrift må jobbe med bærekraftstemaene dere kan påvirke mest, men vi når ikke verdens – eller Norges - bærekraftsmål dersom tiltakene deres utligner effekten av andres.
Vi gir fremtredende næringslivsledere dilemma til frokost. Hvilke vurderinger gjøres når de umulige valgene må tas?
Salen vil få mulighet til å gi innspill."
Klima på helsa løs,https://www.arendalsuka.no/programsok/details/24452,2024-08-13T10:00,KLIMA PÅ HELSA LØS,"CICERO Senter for klimaforskning, Røde kors","Kristin Halvorsen, Direktør, CICERO Senter for klimaforskning
Anne Bergh, Generalsekretær, Røde kors
Kristin Aunan, seniorforsker, CICERO Senter for klimaforskning
Ernst K. Rødland, overlege, Folkehelseinstituttet
Anne Karin Rime, president, Legeforeningen","Menneskers helse rammes direkte når klimaet endrer seg, også i Norden. Klimakrisen er av WHO ansett som en fundamental helsetrussel.  Økt forekomst av hetebølger, vannbårne- og vektorbårne sykdommer er bare noe av det som følger i kjølvannet av global oppvarming. Hvem rammes hardest, og hvordan kan vi forberede oss og håndtere klimakrisens helsekonsekvenser?
Innledninger ved: 
Anne Bergh, generalsekretær, Røde kors: Klimahelsekrisen og sårbare grupper i Norge og i andre land
Kristin Aunan, seniorforsker, CICERO Senter for klimaforskning: Hva sier forskningen?
Ernst K. Rødland, overlege Folkehelseinstituttet: Hvordan truer klimaendringer folkehelsen?""

Paneldebatt: Er vi beredt?
Usman Mushtaq, statssekretær (Ap), Helse- og omsorgsdepartementet Anne Karin Rime, president i Legeforeningen
Kristin Aunan, seniorforsker, CICERO 
Anne Bergh, generalsekretær, Røde kors
Ordstyrer: Kristin Halvorsen, CICERO"
Hvordan skal kommunene nå sine klimamål?,https://www.arendalsuka.no/programsok/details/24603,2024-08-13T10:00,HVORDAN SKAL KOMMUNENE NÅ SINE KLIMAMÅL?,"Kommunalbanken AS, Framsikt AS","Kjetil Bjørklund, Fagleder klima, KS
Ragnhild Hammer, Seniorrådgiver klima og miljø, Arendal kommune
Lise Urset, Fagleder miljø og klima, Hamar kommune
Inger Roll-Matthiesen, Partner, Advokatfirmaet Berngaard AS
Lars Strøm Prestvik, Utlånsdirektør, KBN
Halvor Walla, Daglig leder, Framsikt
Catharina Bjerke, Bærekraftsdirektør, Veidekke
Morten Thuve, Leder for consulting og bærekraftstjenester, BDO","Klimautvalget 2050 som la fram sin rapport høsten 2023 foreslår blant annet at kommunens ansvar for omstillingen til lavutslippssamfunnet bør forankres i lov og at det blir lovpålagt å vedta og følge opp arbeid med utslippsreduksjoner og omstillingen til et lavutslippssamfunn.
Miljødirektoratet peker i sin rapport ""Klimatiltak i Norge - kunnskapsgrunnlag 2024"" på at for å oppnå klimareduksjoner har kommunesektorens innsats stor betydning, men at med dagens virkemidler og rammebetingelser vil sektorens innsats fortsette å utvikle seg gradvis, men ujevnt rundt omkring i landet.
Kommunesektoren har et betydelig potensial i å kutte direkte utslipp og gjennom sin rolle som stor innkjøper stille krav til sine leverandører og deres utslipp. Myndighetene har vedtatt at klima- og miljøhensyn som hovedregel må vektes med minimum tretti prosent i offentlige anskaffelser. Men hva innebærer dette i praksis? Er kommunesektoren forberedt på å ta i bruk disse bestemmelsene? Hvilke krav bør sektoren sette til sine leverandører, hvordan kan dette måles og hvordan bør utviklingen følges opp i egen organisasjon?"
"På rett sted, til rett tid - beredt på klimarisiko",https://www.arendalsuka.no/programsok/details/24279,2024-08-13T10:00,"PÅ RETT STED, TIL RETT TID - BEREDT PÅ KLIMARISIKO",Bjerknessenteret for klimaforskn,"Stina Oseland, klimadirektør, Bergen kommune
Heidi Sørensen, klimadirektør, Oslo kommune
Stefan Sobolowski, forskningsleder, UiB og Bjerknessenteret
Kikki Kleiven, direktør, Bjerknessenteret
Stian Davies, fylkesvaraordfører, Vestland fylkeskommune
Henrik Halleland, varaordfører, Stavanger kommune
Elisabeth Longva, avdelingsdirektør, DSB, Direktoratet for samfunssikkerhet og beredskap","Er det norske samfunnet godt nok skodd i møte med framtidens ekstremvær? 
For mye vann og for lite vann, til feil sted, til feil tid. Noen år fram i tid, er det ikke utenkelig med tørke, med ekstremnedbør, med økende havnivå og med stormflo som flommer inn til steder der vi helst ikke vil ha vann gjentatte ganger.  
Noen kommuner har kommet lenger enn andre i å forberede seg på framtiden. 
Vi spør om vi faktisk er så klimarobuste som vi liker å tro. sammen med to kommuner som begge står i krysningen mellom for vått og for tørt – fra ekstremnedbør og stigende havnivå til tørke, vannmangel og skogbrannfare. 
Vi begynner programmet med faglige oppspill med eksempler på risiko rundt vannsikkerhet, flom og tørke, før vi spør et panel om hvem som har ansvaret for å sikre kommunene – og hvem som faktisk tar ansvaret?"
Reuse- How to walk the talk,https://www.arendalsuka.no/programsok/details/22968,2024-08-13T10:00,REUSE- HOW TO WALK THE TALK,Handelens Miljofond,"Afroz Shah, Indian environmental activist and lawyer, Afroz Shah Foundation
Joe Papineschi, Chairperson, Eunomia Research & Consulting
Jeanett Bergan, SVP ESG and Sustainability, Orkla ASA
Cecilie Lind, Daglig leder, Handelens Miljøfond","Nye reguleringer fra EU, en internasjonal plastavtale, nye standarder og kundekrav forandrer verdikjeden for plast. Nye krav til ombruk av emballasje vil kreve nye løsninger både i butikk, i logistikkløsningene og i forbrukervaner.

Hva er de nye kravene, når kommer de og hvordan kan vi møte dem på best mulig måte?
Arrangementet gjennomføres på engelsk. 
Reuse - How to walk the talk
Global perspectives - From clean ups to Circular Economy by UN Champion of the Earth - Afroz Shah
Reuse regulations are coming, how do we prepare? Joe Papineschi, EUs packaging expert gives advice.
Reduce, reuse and recycle - Jeanett Bergan, Orklas sustainability director shed light on gains and pains.
Circular conversation led by Cecilie Lind, CEO Norwegian Retailers Environmental Fund"
Er Twin Transition i det hele tatt mulig?,https://www.arendalsuka.no/programsok/details/23711,2024-08-13T10:00,ER TWIN TRANSITION I DET HELE TATT MULIG?,IBM Norge,"Tomas Norvoll, Statsekretær, Digitaliserings- og forvaltningsdepartementet (Ap)
Nelly Flatlanbd, Head of Sustainability, Atea Asa
Hege Schøyen Dillner, Change Agent for a Sustainable Future
Ingrid Liland, Nestleder, Miljøpartiet De Grønne (MDG)
Simen Sommerfeldt, CTO og styremedlem i GoForIT, Bouvet
Andre Brodtkorb , rofessor i beregningsvitenskap og instituttleder, OsloMet
Sondre Ronander, Communication Manager, Google Norge
Eimund Nygaard, Konsernsjef, Lyse
Lars Nordbryhn, Senior Architect, IBM Norge","Twin Transition er et moderne ideal om at digitale strategier skal understøtte våre bærekraftsmål. Digitalisering blir ikke bare sett på som et verktøy, men også en forutsetning for å oppfylle alle forpliktelsene vi har.
  Nå risikerer AI-industrien å introdusere nye markedsmessige monopol-situasjoner. Teknologien truer eksisterende digitale sikkerhetsvern og regulativer. Nødvendige mineraler for maskinproduksjon har blitt en kritisk handelsvare. Elektrisk energi for å drive AI-relatert dataprosessering utgjør allerede 10% av datasenternes strømkonsum og er forventet å øke dramatisk videre. Land og aktører har forskjellige økonomiske utgangspunkt og det er variasjon i tilgangen på moderne digital infrastruktur. Dette kan skape større forskjeller og nye tapere i utviklingen.
  Hva skal til for at Twin Transition faktisk vil representere en synergi mellom digital og bærekraftig utvikling? Er det internasjonale reguleringer eller økonomiske markedsmekanismer som er en forutsetning for at idealet ikke bare blir en utopi? Går twinninga opp i spinninga? 
Oversikt over medvirkende oppdateres fortøpende."
Fiskeflåten i klimaskvis - hvordan få til realistiske utslippskutt?,https://www.arendalsuka.no/programsok/details/23162,2024-08-13T10:00,FISKEFLÅTEN I KLIMASKVIS - HVORDAN FÅ TIL REALISTISKE UTSLIPPSKUTT?,"Norges Fiskarlag, Fiskebåt, Sør-Norges Fiskarlag","Olve Grotle, Stortingsrepresentant, Høyre
Alfred Bjørlo, Stortingsrepresentant, Venstre
Christopher Hermansen, Leder, Grønne Studenter
Jan Ivar Marål, Assisterende direktør, Fiskebåt
Tore Roaldsnes, Daglig leder, Bluewild AS
Hanna Bakke-Jensen, Rådgiver, Norges Fiskarlag
Kåre Heggebø, Leder, Norges Fiskarlag","Hvordan kan fiskeflåten møte det grønne skiftet? Fiskeflåten har flere muligheter i det grønne skiftet, men dagens fiskeripolitkkk med pisk og lite gulrot fungerer ikke. Fiskeflåten skal ta sitt ansvar, men om den skal komme seg gjennom det grønne skifter trenger den flere med på laget. Det må tilrettelegges for grønne valg gjennom politikk, avgiftsnivå og støtteordninger. 
Norges Fiskarlag og medlemslagene Sør-Norges Fiskarlag og Fiskebåt ønsker å ta denne debatten på Arendalsuka. Hvilke gode løsninger eksisterer i dag? Hva er mulighetene? Og hvordan kan politikerne bidra til at flåten får mulighetene til å ta de grønne investeringene?
Moderator: Hanna Bakke-Jensen, Norges Fiskarlag
Innledere: 
Jan Ivar Maråk, Fiskebåt
Tore Roaldsnes, BlueWild 
Deltakere i debatt: 
Stortingsrepresentant Olve Grotle
Stortingsrepresentant Alfred Bjørlo
Christopher Hermansen, leder i Grønne Studenter
Kåre Heggebø, leder i Norges Fiskarlag"
Hvem skal bruke bil i fremtiden?,https://www.arendalsuka.no/programsok/details/25857,2024-08-13T10:00,HVEM SKAL BRUKE BIL I FREMTIDEN?,Santander og Sulland,"Håkon Snortheim, Fylkesråd for samferdsel (H), Akershus fylkeskommune
Kristoffer Robin Haug, Fylkestingsrepresentant (MdG), Akershus Fylkeskommune
Svein Arild Johnsgård, Visekonsernsjef, Sulland
Tor Valdvik, Samfunnskontakt og kommunikasjon, KNA","I mange år har andelen unge som tar lappen falt. I storbyene legges det stadig mer opp til at man skal kunne klare seg uten bil.

Er tog, buss, trikk og elsparkesykkel i ferd med å overta bilens plass i det norske transportsystemet, eller kommer bilen til å være her i all overskuelig fremtid?

Hvem kommer til å eie bil i fremtiden? Hva skjer når bilene kan kjøre seg selv? Og hvordan må samferdselspolitikken tilpasse seg fremtidens biltrafikk?

Velkommen til presentasjon av undersøkelse om mobilitet og panelsamtale om fremtidens samferdsel. 
Program:
10.00: Velkommen, Michael Hvidsten, CEO i Santander Nordics
10.10: Innledning om undersøkelse
10:25: Panelsamtale, ledet av Eskil Pedersen
10:50: Avslutning - faglig oppsummering"
