title,url,date,header,arrangor,medvirkende,om_arrangementet
RoHS – De gamle armaturene og lysstoffrør med kvikksølv må skiftes - hva nå?,https://www.arendalsuka.no/programsok/details/23834,2024-08-13T14:00,ROHS – DE GAMLE ARMATURENE OG LYSSTOFFRØR MED KVIKKSØLV MÅ SKIFTES - HVA NÅ?,"Elektroforeningen (EFO), Lyskultur","Ida Thorendahl, Daglig leder, Lyskultur
Tord Christensen, Country Manager & Sales Director, Signify
Frank Jaegtnes, Administrerende direktør, Elektroforeningen (EFO)
Toril Bache Jenssen, Direktør, Glamox
Anja Ronesen, Markeds- og kommunikasjonssjef, Renas","Lyskultur og Elektroforeningen (EFO) har estimert at 10 millioner armaturer rammes av RoHS-direktivet og må skiftes ut de neste årene. 
Hva gjør byggeiere, leverandører, kommuner og bransjen for å imøtekomme dette direktivet når det er umulig å få tak i gamle kvikksølv-holdige lysrør? 
Ida Thorendahl, daglig leder i Lyskultur leder samtalen mellom ulike aktører i lys- og elektrobransjen, og får besøk av blant annet: Frank Jaegtnes, Elektroforeningen, Toril Bache Jenssen, Glamox, Tord Christensen, Signify og Anja Ronesen, Renas."
Save Our Snow – the implications of changing snow cover in the Hindu Kush Himalaya and the Arctic,https://www.arendalsuka.no/programsok/details/25816,2024-08-13T14:00,SAVE OUR SNOW – THE IMPLICATIONS OF CHANGING SNOW COVER IN THE HINDU KUSH HIMALAYA AND THE ARCTIC,"ICIMOD, GRID-Arendal","Miriam Jackson, Senior Cryosphere Specialist, ICIMOD
Anna Sinisalo, PRINCPAL Expert, GRID-Arendal","What are the implications of changing snow cover in the HKH and the Arctic? Climate change is affecting snow cover, which is having significant implications globally. In the Hindu Kush Himalaya (HKH) millions of people are dependent on water from snow melt for irrigation and drinking water. Snow melt, as well as glacier melt, are critical for hydropower in many river basins of the HKH, a region where many people still don’t have access to electricity. Animals, such as yaks, are affected by changes in snow cover. Snow-covered peaks also have spiritual significance in many parts of the HKH. 
Arctic regions are also affected by changes in snow cover, with many of the same challenges as in the HKH but also some differences.  Norway gets most of its electricity from hydropower, which is highly dependent on glacier and snow melt in hot, dry periods. Reindeer are affected by the amount of snow and when it comes or melts. Snowy mountains do not have the same spiritual significance as in the HKH, but a snowy winter is a lot lighter than a winter without snow cover and skiing is an important winter activity for many people in the Arctic.  
This panel aims to bring together people working in the Hindu Kush Himalaya and the Arctic, to discuss common challenges that are faced by changes in snow cover and the cryosphere generally, as well as to examine whether there are practical and political solutions to these issues that can be shared. 
Save Our Snow is also a campaign initiated by ICIMOD (International Centre for Integrated Mountain Development) to bring attention to the changing cryosphere in the Hindu Kush Himalaya. 
This event consists of a high level panel discussion with panelists involved in the Hindu Kush Himalayan region and the Arctic. The invited panelists are: 
Dr. Pema Gyamatso (ICIMOD); Mr. Morten Høglund (Arctic Council); Mr. Sharad Joshi (ICIMOD) and Dr. Lars Kullerud (UArctic)
Dr. Miram Jackson (ICIMOD) is the moderator and Ms. Paige Hellbaum Eikeland (Grid Arendal) will give summarising remarks.

  Opportunity for questions and comments."
Towards 2050: The Future of German-Norwegian Energy Cooperation,https://www.arendalsuka.no/programsok/details/24929,2024-08-13T14:00,TOWARDS 2050: THE FUTURE OF GERMAN-NORWEGIAN ENERGY COOPERATION,"KonKraft, Norsk-Tysk Handelskammer","Michael Kern, Managing Director, German-Norwegian Chamber of Commerce
Hildegunn T. Blindheim, Director General, Offshore Norway
Frode Alfheim, leader, Industri Energi & FLT
Christian Maaß, Director-General for Heat, Hydrogen and Efficiency, BMWK
Dr. Hans Dieter Hermes, EVP Hydrogen and Renewable Energies, SEFE
Astrid Bergmål, State Secretary, Ministry of Energy
Trude Måseide, Vice president global politics and government relations, Equinor
Alexander Roeske, Political Secretary Department of Politics and International Affairs, IGBCE","This event will address the energy cooperation between Norway and Germany.
The aim is to explore the forefront of bilateral cooperation in the energy sector at this seminar organized by KonKraft and the German-Norwegian Chamber of Commerce. This event will take stock of Norway's central role in shaping Europe's energy future, showcasing its potential contributions to energy production and supply over the coming decades.
We'll also offer insights from the German perspective, focusing on the evolving energy demands of Europe's industrial core through the green transition. Understanding the significance of Norway’s energy industry—not only for Germany but for all of Europe—is crucial.
Program:
What will Germany's energy needs be in 2030 and 2050?
Have much energy can Norway export to Germany and what will de emissions be?
How can Norway and Germany cooperate on energy in the years ahead?
Why the development of the Norwegian energy industry is important for Europe and Germany?
How energy from Norway is important for achieving ambitious climate goals in Europe?
  Speakers:
Christian Maaß, Director-General for Heat, Hydrogen and Efficiency (BMWK) 
Dr. Hans Dieter Hermes, EVP Hydrogen and Renewable Energies, SEFE
State Secretary Astrid Bergmål, Ministry of Energy 
Trude Måseide, Vice president global politics and government relations, Equinor
Alexander Roeske, Political Secretary Department of Politics and International Affairs, IGBCE 
Michael Kern, Managing Director, German-Norwegian Chamber of Commerce
Hildegunn T. Blindheim, Director General, Offshore Norway
Frode Alfheim, leader, Industri Energi & FLT"
Er Norge forberedt på et åpent polhav?,https://www.arendalsuka.no/programsok/details/24399,2024-08-13T14:15,ER NORGE FORBEREDT PÅ ET ÅPENT POLHAV?,"Akvaplan-niva, FFI, FNI, Havforskningsinstituttet, Meteorologisk institutt, NERSC, NGU, NINA, NORCE, NORSAR, Norsk Polarinstitutt, NTNU, NUPI, Sintef, UiB, UiO, UiT, UNIS","Espen Barth Eide, utenriksminister (AP)
Mari Sundli Tveit, admistrerende direktør, Forskningsrådet
Camilla Brekke, direktør, Norsk Polarinstitutt
Camilla Stoltenberg, konsernsjef, NORCE
Jørgen Berge, dekan, UiT Norges arktiske universitet
Andreas Østhagen, seniorforsker, Fridtjof Nansens Institutt
Are Olsen, professor, Universitetet i Bergen
Siri Lill Mannes, moderator","I det nye Arktis med geopolitiske spenninger må Norge både forstå og påvirke utviklingen. Det islagte Polhavet vil være blått og åpent om sommeren om under 30 år. Havnasjonen Norge må forberede seg på og forstå de store naturendringene, og utforske og opparbeide ny kunnskap om det nye havrommet, om havbunnen og den undersjøiske geologien.
Norges to store forskningsinitiativ for Polhavet, GoNorth og Framtidens polhav, går nå sammen i et felles nasjonalt polhavsinitiativ med ambisjon om en helhetlig tilnærming til kartlegging og utforskning av Polhavet. På Arendalsuka presenterer landslaget av 18 institusjoner ambisjoner for et tiår med forskning i et av verdens minst utforskede områder.
Følg arrangementet live her:
Arendalsuka 24: Er Norge forberedt på et åpent polhav? (youtube.com)
Konsortiet bak initiativet består av Akvaplan-niva, FFI, FNI, HI, Meteorologisk institutt, NERSC, NGU, NINA, NORCE, NORSAR, NP, NTNU, NUPI, Sintef, UiB, UiO, UIT og UNIS."
Forskerstafett: Lokalt partssamarbeid for bærekraft – tillitsvalgtrollen i kommunal klimaomstilling,https://www.arendalsuka.no/programsok/details/25499,2024-08-13T14:30,FORSKERSTAFETT: LOKALT PARTSSAMARBEID FOR BÆREKRAFT – TILLITSVALGTROLLEN I KOMMUNAL KLIMAOMSTILLING,Fafo,"Ingrid Andrea Holland, Doktorgradsstipendiat, Fafo","I kommunesektoren er partene enige om at klima- og miljøtiltak som fremmer bærekraftmålene inngår som en del av partssamarbeidet. Hva innebærer dette for den tillitsvalgte? Er det plass til klima- og miljø i tillitsvalgtrollen?
I denne bolken skal vi se nærmere på hvordan og hvorfor tillitsvalgte kan og bør engasjere seg i klimaomstilling.
---
I forskerstafetten holder Fafo-forskere ti-femten minutters innledninger, deretter er det åpent for spørsmål og diskusjon. Hver etappe varer 25 minutter og foregår i Forskningsteltet ytterst på Langbryggen"
Kan sirkulære virksomheter bli lønnsomme i en lineær økonomi?,https://www.arendalsuka.no/programsok/details/23144,2024-08-13T14:30,KAN SIRKULÆRE VIRKSOMHETER BLI LØNNSOMME I EN LINEÆR ØKONOMI?,"Amesto, Econa, EFO, Renas, CODEX","Nina Riibe, Administrerende Direktør, Econa
Camilla Gramstad, Head of Sustainability, Elkjøp Nordic
Elisa Gasperini, Director sustainability, Ahlsell
Alf Lim, Styremedlem, Nødlysteknikk AS
Frank Jægtnes, Administrerende Direktør, Elektroforeningen
Bjørn Arild Thon, Administrerende Direktør, Renas
Christine Lundberg Larsen, Direktør, Amesto Footprint
Marie Loe Halvorsen, Næringspolitisk direktør, Elektroforeningen","Er det mulig for sirkulære virksomheter å bli lønnsomme når dagens marked og regelverk er rigget for en lineær økonomi?
Møt noen av de norske virksomhetene som forsøker nettopp dette, og lær mer om hvilke barrierer de opplever og muligheter de ser.
Arrangementet avsluttes med et “filosofisk kvarter”, hvor Frank Jægtnes, Bjørn Arild Thon og Christine Lundberg Larsen deler sine refleksjoner.
Det hele ledes av Nina Riibe, administrerende direktør i Econa og leder av Sirkulærskiftet i Skift - Næringslivets klimaledere."
Hvordan kan det offentlige samarbeide med næringslivet om anskaffelser for å nå klimamålene?,https://www.arendalsuka.no/programsok/details/23276,2024-08-13T14:30,HVORDAN KAN DET OFFENTLIGE SAMARBEIDE MED NÆRINGSLIVET OM ANSKAFFELSER FOR Å NÅ KLIMAMÅLENE?,Direktoratet for forvaltning og økonomistyring (DFØ),"Tore Onshuus Sandvik, statssekretær, Nærings- og fiskeridepartementet
Hilde Singsaas, direktør, DFØ
Idar Kreutzer, direktør internasjonalt, privat eierskap og digitalisering offentlig/næringsliv, NHO
Bjørn Børseth, direktør kontrakt og marked, Nye Veier AS
Sturle Hamre, daglig leder, Offentlige fellesinnkjøp på Agder (OFA)
Randi Lekanger, direktør for bærekraft og miljø, Skanska Norge","Det offentlige handler for 740 milliarder kroner årlig, og som et ledd i å nå FNS klimamål har regjeringen innført skjerpede krav om å vekte klima og miljø med 30% i disse anskaffelsene.
Kan regelendringer bidra til bedre samarbeid og utvikling av næringslivet eller er det andre sider av anskaffelsene vi må se på for å møte FNs klimamål?
Politikere, fagfolk og leverandører samles for å utforske veien mot en grønnere fremtid."
Hvordan få til industriell omstilling uten vesentlige naturinngrep?,https://www.arendalsuka.no/programsok/details/25464,2024-08-13T14:30,HVORDAN FÅ TIL INDUSTRIELL OMSTILLING UTEN VESENTLIGE NATURINNGREP?,Siva - Selskapet for industrivekst,"Christian Steel, Generalsekretær, Sabima
Tiril Fjeld, Daglig leder, Haugalandet Næringspark
Astrid Brekke Skrindo, Forsker, NINA Norsk institutt for naturforskning
Jan Morten Ertsaas, Adm. dir., Siva - Selskapet for industriutvikling
Gaute Moldestad, Direktør Industriutvikling, Siva - Selskapet for industrivekst","Hvordan få til industriell utvikling - og samtidig ta vare på klima og natur? Er det mulig å lykkes med å utvikle et nytt og grønt industriområde? Hva sier forskeren, industriutvikleren og næringssjefen om dette? Og hva vil det si å være en naturpositiv virksomhet?"
"Høyt utdannet og oppegående, hvorfor er det fremdeles greit å droppe kildesorteringen?",https://www.arendalsuka.no/programsok/details/22917,2024-08-13T14:30,"HØYT UTDANNET OG OPPEGÅENDE, HVORFOR ER DET FREMDELES GREIT Å DROPPE KILDESORTERINGEN?","Norsk Metallgjenvinning, Sirkel Glass","Irmelin Bergh, Atferdspsykolog/PhD, Nudgelab
Karen Haugs Langvik, Antropolog/Stipendiat, CICERO/Sosialantropologisk institutt UiO
Ylva Eline Erbach, Daglig leder, Norsk Metallgjenvinning
Gunhild Solberg, Markeds- og kommunikasjonssjef, Sirkel Glass","Samfunnet vårt er helt avhengig av resirkulerte råvarer for å bli bærekraftig. Likevel er det mange av oss som kaster verdifullt avfall rett i søpla! Vi i avfallsbransjen står klare til å lage råvarer av ditt avfall, men trenger at du tar det første steget i denne prosessen for å få resirkulert mest mulig. På arrangementet vil en antropolog og psykolog hjelpe oss å forstå hva som skal til for at vi som innbyggere skal ønske å ta en aktiv del i det grønne skiftet.  
Vi tar deg med på avfallets reise, og viser deg hvordan vi skaper nye råvarer. Vi vet at det er lett å kaste alt i restavfallet. Derfor vil vi presentere noen verktøy, og vise hvor lett det er å gjøre rett."
"Havbruk, så mye mer enn laks",https://www.arendalsuka.no/programsok/details/24040,2024-08-13T14:30,"HAVBRUK, SÅ MYE MER ENN LAKS",Miljøstiftelsen Bellona,"Jessica Anne Hough, Marinbiolog rådgiver, Miljøstiftelsen Bellona
Joakim Hauge, Leder bio-team, Miljøstiftelsen Bellona
Harald Sveier, Daglig Leder, Ocean Forest
Marit Gjerstad, Seniorrådgiver, Norwegian Seaweed Association
Mari Bjordal, Akvakultur forsker, DNV
Even Tronstad Sagebakken, Statssekretær for fiskeri- og havministeren, Arbeiderpartiet
Ola Elvestuen, Stortingsrepresentant, Energi og miljøkomiteen, Venstre
Olve Grotle, Stortingsrepresentant, Næringskomiteen, Høyre","Å dyrke tang, tare, blåskjell, tunikater og andre arter lengre ned i næringskjeden i havet, eller lavtrofisk akvakultur (LTA) som det heter, har potensial til å bli en stor industri i Norge, men den er ikke ny.
Bellona har sammen med Lerøy drevet Ocean Forest i 10 år, som er et forsknings og utviklingsselskap. Her utvikler vi løsninger som kan bidra til å realisere en mulig milliard industri i Norge. Men hva skal til for å lykkes? Hvordan ser veien ut videre, og når blir det “big business”? Når ser vi de første offshore vindparkene i kombinasjon med storskala lavtrofisk produksjon?"
Næringsstoffer på avveie – kan landbruket bidra til å redde Oslofjorden?,https://www.arendalsuka.no/programsok/details/24216,2024-08-13T14:45,NÆRINGSSTOFFER PÅ AVVEIE – KAN LANDBRUKET BIDRA TIL Å REDDE OSLOFJORDEN?,NIBIO,"Thomas Hartnik, Divisjonsdirektør, NIBIO
Lillian Øygarden, Forskningsleder, NIBIO
Lars Kristian Selbekk, Vannområdeleder, Haldenvassdraget
Carina Rossebø Isdahl, Daglig leder, Vannområde Morsa","Kontaktperson/ansvarlig: Lillian Øygarden
Vannkvaliteten i Oslofjorden er svært dårlig og det er behov for å redusere tilførsler fra flere ulike kilder. Landbruket er en av kildene som bidrar med avrenning av næringsstoffer. Vi gir oversikt over aktuelle tiltak i jordbrukslandskapet, hva kan gjøres i jordbruksproduksjoner og ved naturbaserte tiltak. Vi er også innom de glemte kilder som skogens betydning og avrenning fra sprengstein. Skal en lykkes med effekt av tiltak - fra forskning til handling - må de følges opp med virkemidler og lokal involvering i vannområdene. Vi gir eksempler fra områder der tiltak har hatt effekt. Kan forbrukerne bidra ved spise «miljøbrød – et Oslofjordbrød produsert ved redusert nitrogengjødsling- kan vi lære noe her av andre land?       
  Kilder:
Nitrogentilførsler fra jordbruket. Marianne Bechmann, NIBIO  
De glemte kilder? Bidrag - avrenning fra skog og fra sprengstein. Eva Skarbøvik, NIBIO. 
Løsninger:       
Tiltak i jordbruket – Marianne Bechmann, NIBIO 
Naturbaserte tiltak og renseløsninger – Anne-Grete Buseth Blankenberg, NIBIO  
Kan vi spise fjorden frisk med Oslofjordbrød? – Lars Kristian Selbekk, Vannområdeleder Haldenvassdraget og Franziska Fischer, NIBIO.  
  Handlingsrommet- gjennomføring av tiltak:   
Veien fra forskning til handling.  Forskning- kunnskapsbasert forvalting og tiltaksgjennomføring. Carina Rossebø Isdahl. Daglig leder Vannområde Morsa.   
  Spørsmål/samtale
Samtale med foredragsholdere og spørsmål fra tilhørere."
Forskerstafett: Grønne tariffavtaler,https://www.arendalsuka.no/programsok/details/25501,2024-08-13T15:00,FORSKERSTAFETT: GRØNNE TARIFFAVTALER,Fafo,"Johanne Stenseth Huseby, forskningsassistent, Fafo","Grønne tariffavtaler handler om å tariffeste tiltak som kan forbedre klima- og miljøtilstanden. Gjennom LOs tillitsvalgtpanel, har tillitsvalgte i LO-forbundene fått spørsmål om de har fremmet og fått gjennomslag for slike krav.
Under presentasjonen, diskuteres svarene fra undersøkelsen, og vi ser nærmere på hvordan de tillitsvalgte opplever sin mulighet til å bidra til det grønne skiftet i virksomhetene.
---
I forskerstafetten holder Fafo-forskere ti-femten minutters innledninger, deretter er det åpent for spørsmål og diskusjon. Hver etappe varer 25 minutter og foregår i Forskningsteltet ytterst på Langbryggen"
